;;;;;;;;;;;
16380;Celina, OH;77,09;12,51;0,28;0,68;0,09;7,52;1,83;11,78;88,22;73,52
16420;Central City, KY;97,42;0,25;0,25;0,44;0,17;0,56;0,91;1,50;98,50;96,67
16460;Centralia, IL;93,70;4,53;0,15;0,14;0,02;0,38;1,10;1,17;98,83;93,02
16500;Centralia, WA;93,15;3,95;0,31;0,57;0,02;0,42;1,59;1,37;98,63;92,44
16540;Chambersburg, PA;89,74;0,54;1,42;0,88;0,16;4,04;3,23;8,65;91,35;85,99
16660;Charleston-Mattoon, IL;92,02;3,14;0,20;0,88;0,02;1,90;1,84;4,30;95,70;90,23
16900;Chester, SC;93,78;3,24;0,19;0,86;0,02;0,51;1,39;1,89;98,11;92,64
17060;Chillicothe, OH;59,79;37,38;0,41;0,33;0,02;0,56;1,51;1,45;98,55;59,11
17200;Claremont, NH;90,74;6,20;0,30;0,38;0,01;0,28;2,09;0,96;99,04;90,15
17220;Clarksburg, WV;96,98;0,42;0,29;0,62;0,01;0,27;1,40;1,13;98,87;96,22
17260;Clarksdale, MS;96,33;1,44;0,21;0,43;0,02;0,16;1,41;1,13;98,87;95,47
17340;Clearlake, CA;22,90;75,53;0,09;0,47;0,02;0,49;0,50;1,12;98,88;22,63
17380;Cleveland, MS;80,47;1,91;3,17;1,12;0,17;8,44;4,74;17,15;82,85;74,13
17500;Clewiston, FL;33,52;64,20;0,12;0,55;0,03;0,95;0,62;1,87;98,13;32,92
17540;Clinton, IA;59,88;13,44;1,72;0,71;0,06;21,52;2,68;49,16;50,84;34,87
17580;Clovis, NM;93,97;2,63;0,25;0,57;0,02;0,73;1,83;2,53;97,47;92,54
17700;Coffeyville, KS;69,72;6,32;1,17;1,29;0,11;17,25;4,15;39,52;60,48;50,74
17740;Coldwater, MI;83,34;5,80;3,35;0,58;0,11;1,89;4,93;5,20;94,80;80,94
17940;Columbia, TN;92,94;3,08;0,40;0,46;0,01;1,63;1,48;3,99;96,01;90,87
18060;Columbus, MS;82,36;12,54;0,33;0,60;0,04;2,17;1,95;4,83;95,17;80,19
18100;Columbus, NE;53,96;43,48;0,19;0,67;0,05;0,56;1,09;1,53;98,47;53,27
18180;Concord, NH;90,02;0,45;0,68;0,47;0,04;6,86;1,48;13,81;86,19;84,27
18220;Connersville, IN;95,33;1,04;0,27;1,59;0,03;0,33;1,41;1,60;98,40;94,27
18260;Cookeville, TN;96,93;1,33;0,13;0,33;0,00;0,30;0,97;0,92;99,08;96,35
18300;Coos Bay, OR;93,83;1,48;0,41;0,85;0,05;1,98;1,40;3,98;96,02;92,20
18340;Corbin, KY;89,81;0,41;2,52;1,05;0,19;1,70;4,33;5,38;94,62;86,96
18380;Cordele, GA;97,38;0,58;0,27;0,36;0,04;0,18;1,19;0,87;99,13;96,87
18420;Corinth, MS;53,27;43,00;0,14;0,78;0,05;1,79;0,97;3,19;96,81;52,12
18460;Cornelia, GA;85,43;11,39;0,21;0,32;0,02;1,62;1,02;2,73;97,27;84,50
18500;Corning, NY;85,72;3,35;0,45;2,23;0,15;6,30;1,79;12,39;87,61;80,44
18620;Corsicana, TX;95,28;1,56;0,23;1,17;0,02;0,35;1,40;1,38;98,62;94,43
18660;Cortland, NY;69,43;13,84;0,64;0,53;0,80;12,52;2,24;23,77;76,23;59,89
18740;Coshocton, OH;95,06;1,54;0,28;0,84;0,01;0,55;1,71;2,22;97,78;93,75
18820;Crawfordsville, IN;97,04;1,07;0,22;0,28;0,01;0,22;1,16;0,76;99,24;96,56
18860;Crescent City, CA;95,24;0,86;0,26;0,56;0,02;1,84;1,24;4,56;95,44;92,79
18900;Crossville, TN;73,74;3,47;7,84;3,37;0,11;6,92;4,54;17,80;82,20;64,71
18940;Crowley, LA;96,81;0,29;0,31;0,42;0,07;1,10;1,00;2,33;97,67;95,82
18980;Cullman, AL;79,53;18,09;0,26;0,22;0,01;0,56;1,32;1,72;98,28;78,60
19020;Culpeper, VA;94,69;1,06;0,51;0,43;0,02;2,19;1,11;4,30;95,70;92,74
19220;Danville, KY;75,09;15,78;0,41;1,30;0,08;4,56;2,77;8,90;91,10;71,71
19300;Daphne-Fairhope-Foley, AL;91,48;5,05;0,18;0,48;0,02;0,98;1,82;2,20;97,80;90,47
19540;Decatur, IN;85,67;9,38;0,67;0,74;0,05;1,99;1,49;4,38;95,62;83,50
19580;Defiance, OH;96,98;0,31;0,21;0,23;0,02;1,38;0,88;4,11;95,89;94,57
19620;Del Rio, TX;92,75;1,86;0,25;0,30;0,03;2,83;1,97;8,73;91,27;87,98
19700;Deming, NM;84,97;1,53;0,49;0,49;0,09;10,37;2,07;80,20;19,80;17,49
19760;DeRidder, LA;77,75;1,15;1,26;0,47;0,08;16,64;2,65;61,46;38,54;35,85
19860;Dickinson, ND;82,24;13,06;1,00;0,63;0,05;0,62;2,41;2,81;97,19;80,58
19900;Dillon, SC;95,26;0,80;0,97;1,18;0,04;0,51;1,24;1,83;98,17;94,21
19940;Dixon, IL;48,03;46,10;2,46;0,24;0,02;1,50;1,63;2,60;97,40;47,26
19980;Dodge City, KS;90,88;4,82;0,21;0,68;0,03;1,92;1,47;5,00;95,00;88,32
20060;Douglas, GA;75,32;2,12;1,03;1,44;0,16;17,23;2,69;51,17;48,83;44,01
20140;Dublin, GA;64,26;25,10;0,32;0,64;0,08;8,20;1,39;12,60;87,40;60,48
20180;DuBois, PA;61,04;35,63;0,20;0,86;0,01;1,12;1,13;2,28;97,72;60,16
20300;Dumas, TX;95,43;2,28;0,11;0,48;0,02;0,80;0,89;2,34;97,66;94,35
20340;Duncan, OK;72,53;1,53;1,28;6,10;0,08;16,36;2,12;52,69;47,31;38,21
20380;Dunn, NC;85,08;1,93;5,07;0,49;0,03;2,60;4,79;6,19;93,81;82,52
20420;Durango, CO;68,28;20,90;1,21;0,90;0,12;5,47;3,12;10,78;89,22;64,27
20460;Durant, OK;86,78;0,40;5,82;0,56;0,06;3,27;3,12;11,80;88,20;80,35
20540;Dyersburg, TN;76,19;1,54;12,95;0,51;0,03;1,73;7,06;4,97;95,03;73,78
20580;Eagle Pass, TX;81,99;14,29;0,21;0,49;0,03;1,19;1,79;2,61;97,39;80,98
20620;East Liverpool-Salem, OH;91,45;0,25;1,18;0,33;0,01;5,78;1,00;95,68;4,32;2,86
20660;Easton, MD;95,47;2,23;0,19;0,30;0,03;0,48;1,31;1,25;98,75;94,89
20700;East Stroudsburg, PA;81,38;12,78;0,17;1,25;0,06;2,73;1,64;5,49;94,51;78,95
20780;Edwards, CO;77,23;13,16;0,34;2,05;0,05;4,30;2,89;13,12;86,88;70,50
20820;Effingham, IL;82,85;0,65;0,74;0,94;0,03;12,49;2,30;31,17;68,83;66,14
20900;El Campo, TX;97,63;0,23;0,11;0,43;0,02;0,77;0,81;1,74;98,26;96,83
20980;El Dorado, AR;72,17;14,09;0,39;0,39;0,00;11,13;1,82;37,42;62,58;47,68
21020;Elizabeth City, NC;63,10;32,95;0,34;0,50;0,03;1,82;1,25;3,51;96,49;61,77
21120;Elk City, OK;63,88;31,23;0,34;1,00;0,04;1,51;2,00;3,34;96,66;62,53
21220;Elko, NV;85,02;3,96;2,78;0,80;0,01;4,60;2,83;11,84;88,16;78,93
21260;Ellensburg, WA;79,81;0,75;5,20;0,91;0,14;10,08;3,12;22,43;77,57;69,66
21380;Emporia, KS;89,32;0,89;0,96;1,98;0,14;3,67;3,05;7,63;92,37;86,07
21420;Enid, OK;84,43;2,34;0,67;2,17;0,05;7,71;2,63;18,79;81,21;74,84
21460;Enterprise-Ozark, AL;83,87;2,99;2,27;0,97;1,82;4,56;3,53;8,84;91,16;80,46
21540;Escanaba, MI;74,42;18,00;1,01;1,18;0,14;2,50;2,75;5,99;94,01;71,70
21580;Espanola, NM;94,74;0,20;2,36;0,39;0,02;0,18;2,11;0,86;99,14;94,20
21640;Eufaula, AL-GA;51,63;0,51;16,02;0,42;0,03;28,05;3,34;71,32;28,68;12,79
21700;Eureka-Arcata-Fortuna, CA;48,28;46,98;0,39;0,36;0,10;2,99;0,90;4,74;95,26;47,05
21740;Evanston, WY;81,65;1,12;5,74;2,19;0,26;3,72;5,33;9,81;90,19;77,22
21860;Fairmont, MN;92,40;0,26;0,80;0,29;0,17;4,07;2,01;8,78;91,22;88,53
21900;Fairmont, WV;96,65;0,31;0,28;0,50;0,03;1,33;0,90;3,57;96,43;94,85
21980;Fallon, NV;94,34;3,29;0,19;0,50;0,01;0,21;1,45;0,91;99,09;93,72
22060;Faribault-Northfield, MN;82,03;1,59;4,54;2,67;0,21;4,76;4,21;12,10;87,90;76,50
22100;Farmington, MO;89,29;3,23;0,47;2,05;0,06;3,08;1,81;7,99;92,01;85,07
22260;Fergus Falls, MN;93,61;4,25;0,38;0,37;0,05;0,19;1,16;1,19;98,81;92,77
22280;Fernley, NV;96,12;0,75;0,49;0,47;0,06;0,89;1,22;2,60;97,40;94,66
22300;Findlay, OH;84,96;0,80;2,47;1,39;0,25;6,39;3,73;14,76;85,24;78,17
22340;Fitzgerald, GA;93,38;1,55;0,22;1,69;0,02;1,37;1,78;4,50;95,50;90,78
22580;Forest City, NC;63,51;31,56;0,21;0,69;0,01;2,84;1,18;4,62;95,38;62,13
22620;Forrest City, AR;85,86;10,11;0,25;0,44;0,01;1,52;1,81;3,53;96,47;84,14
22700;Fort Dodge, IA;44,24;51,90;0,52;0,48;0,03;1,37;1,45;4,07;95,93;42,37
22780;Fort Leonard Wood, MO;92,32;3,85;0,29;0,65;0,02;1,07;1,79;3,80;96,20;90,00
22800;Fort Madison-Keokuk, IA-MO;77,49;11,45;0,78;2,57;0,57;2,29;4,84;9,00;91,00;72,43
22820;Fort Morgan, CO;94,30;2,64;0,18;0,48;0,03;0,60;1,78;2,64;97,36;92,58
22840;Fort Payne, AL;79,41;2,87;0,84;0,50;0,11;13,92;2,36;33,76;66,24;61,69
22860;Fort Polk South, LA;84,50;1,52;1,36;0,29;0,21;9,92;2,21;13,63;86,37;81,56
22980;Fort Valley, GA;75,69;14,22;1,41;1,76;0,50;2,36;4,06;7,21;92,79;72,22
23140;Frankfort, IN;48,32;45,91;0,24;0,81;0,03;3,16;1,53;6,82;93,18;45,13
23180;Frankfort, KY;90,99;0,43;0,25;0,22;0,01;6,84;1,27;13,23;86,77;85,33
23240;Fredericksburg, TX;87,79;7,86;0,19;1,14;0,02;1,10;1,90;2,35;97,65;86,75
23300;Freeport, IL;91,26;0,36;0,62;0,36;0,04;6,12;1,24;20,01;79,99;78,40
23340;Fremont, NE;86,54;8,96;0,18;0,62;0,03;1,15;2,51;2,95;97,05;85,12
23380;Fremont, OH;90,86;0,56;0,49;0,52;0,20;5,95;1,42;10,05;89,95;87,54
23500;Gaffney, SC;91,20;2,81;0,22;0,31;0,01;2,84;2,62;8,92;91,08;86,19
23620;Gainesville, TX;75,03;20,38;0,36;0,57;0,03;2,21;1,42;3,67;96,33;73,97
23660;Galesburg, IL;85,71;2,74;1,05;0,75;0,05;7,55;2,15;15,60;84,40;78,71
23700;Gallup, NM;88,49;5,82;0,21;0,61;0,03;2,59;2,25;5,73;94,27;85,97
23780;Garden City, KS;15,15;0,50;75,52;0,79;0,03;4,93;3,07;13,25;86,75;10,33
23820;Gardnerville Ranchos, NV;76,96;2,29;0,91;3,36;0,04;13,58;2,85;46,72;53,28;46,36
23860;Georgetown, SC;89,64;0,43;1,91;1,54;0,14;3,20;3,13;10,86;89,14;83,18
23900;Gettysburg, PA;63,18;33,60;0,23;0,45;0,02;1,61;0,91;3,10;96,90;62,02
23940;Gillette, WY;93,66;1,54;0,21;0,74;0,02;2,51;1,33;6,03;93,97;90,56
23980;Glasgow, KY;93,15;0,34;1,15;0,55;0,05;2,65;2,10;7,83;92,17;88,94
24100;Gloversville, NY;93,30;3,41;0,20;0,38;0,06;1,14;1,51;2,34;97,66;92,45
24180;Granbury, TX;95,35;1,91;0,21;0,58;0,02;0,53;1,40;2,27;97,73;93,84
24260;Grand Island, NE;91,50;0,52;0,72;0,60;0,07;4,96;1,64;11,50;88,50;85,77
24380;Grants, NM;85,37;1,45;0,80;0,93;0,17;9,40;1,89;19,30;80,70;77,01
24420;Grants Pass, OR;41,84;1,01;41,00;0,55;0,10;12,38;3,13;36,50;63,50;21,52
24460;Great Bend, KS;92,43;0,42;1,37;0,82;0,18;1,55;3,24;6,35;93,65;88,61
24620;Greeneville, TN;88,77;1,44;0,53;0,20;0,06;7,03;1,97;13,31;86,69;83,44
24700;Greensburg, IN;94,95;1,99;0,24;0,36;0,03;1,22;1,20;2,46;97,54;93,91
24740;Greenville, MS;97,33;0,32;0,15;0,72;0,03;0,57;0,87;1,66;98,34;96,33
24820;Greenville, OH;26,96;71,31;0,13;0,57;0,02;0,42;0,59;1,03;98,97;26,70
24900;Greenwood, MS;97,78;0,45;0,15;0,31;0,01;0,38;0,93;1,22;98,78;96,99
24940;Greenwood, SC;34,94;62,46;0,20;0,48;0,00;1,24;0,69;1,98;98,02;34,62
24980;Grenada, MS;62,85;31,36;0,28;0,82;0,04;3,47;1,18;5,44;94,56;61,31
25100;Guymon, OK;56,90;41,72;0,16;0,27;0,01;0,17;0,76;0,90;99,10;56,38
25220;Hammond, LA;75,66;1,63;1,30;1,57;0,16;16,86;2,81;41,95;58,05;52,76
25300;Hannibal, MO;66,23;30,27;0,32;0,61;0,04;1,18;1,35;3,52;96,48;64,25
25340;Harriman, TN;93,23;3,92;0,17;0,44;0,08;0,33;1,82;1,26;98,74;92,51
25380;Harrisburg, IL;94,42;2,66;0,33;0,51;0,03;0,40;1,64;1,31;98,69;93,67
25460;Harrison, AR;93,04;3,99;0,35;0,41;0,07;0,39;1,75;1,36;98,64;92,37
25580;Hastings, NE;96,45;0,18;0,78;0,40;0,05;0,31;1,83;1,80;98,20;95,14
25660;Havre, MT;92,08;0,71;0,43;1,19;0,04;4,19;1,36;8,04;91,96;88,87
25700;Hays, KS;73,91;0,31;21,73;0,42;0,04;0,28;3,32;2,32;97,68;72,94
25720;Heber, UT;93,78;0,85;0,26;1,37;0,02;2,12;1,60;4,57;95,43;91,74
25740;Helena, MT;90,42;0,34;0,54;0,77;0,12;6,43;1,39;13,53;86,47;84,22
25760;Helena-West Helena, AR;94,24;0,31;2,00;0,53;0,06;0,44;2,41;2,41;97,59;92,68
25780;Henderson, NC;35,01;63,06;0,23;0,31;0,00;0,44;0,95;1,32;98,68;34,63
25820;Hereford, TX;44,16;49,85;0,32;0,44;0,02;3,86;1,34;6,72;93,28;42,05
25900;Hilo, HI;77,82;1,25;0,91;0,31;0,01;17,30;2,40;67,31;32,69;30,66
25940;Hilton Head Island-Beaufort, SC;33,69;0,55;0,47;22,18;12,10;1,55;29,47;11,55;88,45;31,25
26020;Hobbs, NM;68,05;22,83;0,32;1,10;0,07;5,65;1,97;12,47;87,53;62,32
26140;Homosassa Springs, FL;74,99;4,08;1,19;0,50;0,06;16,63;2,55;51,08;48,92;43,02
26220;Hood River, OR;93,00;2,82;0,34;1,41;0,03;0,78;1,61;4,66;95,34;89,60
26260;Hope, AR;83,09;0,45;0,81;1,41;0,17;10,91;3,16;29,49;70,51;65,85
26340;Houghton, MI;61,27;29,77;0,38;0,33;0,06;6,44;1,75;9,28;90,72;58,95
26460;Hudson, NY;94,68;0,52;0,54;2,72;0,04;0,17;1,33;1,11;98,89;93,89
26480;Humboldt, TN;90,55;4,52;0,19;1,59;0,03;1,08;2,03;3,89;96,11;88,23
26500;Huntingdon, PA;78,47;18,80;0,22;0,21;0,01;0,94;1,34;2,04;97,96;77,63
26540;Huntington, IN;92,50;5,21;0,09;0,40;0,00;0,87;0,92;1,58;98,42;91,91
26660;Huntsville, TX;97,14;0,43;0,38;0,45;0,02;0,45;1,13;1,70;98,30;96,14
26700;Huron, SD;67,07;22,48;0,45;0,93;0,04;6,98;2,06;16,78;83,22;58,46
26740;Hutchinson, KS;89,66;0,84;1,09;3,63;0,10;3,04;1,64;7,68;92,32;85,84
26780;Hutchinson, MN;90,63;2,99;0,68;0,48;0,03;2,54;2,65;8,07;91,93;86,10
26860;Indiana, PA;95,93;0,54;0,28;0,73;0,05;1,49;0,98;4,94;95,06;92,78
26940;Indianola, MS;94,91;2,74;0,14;0,87;0,01;0,38;0,94;1,07;98,93;94,36
27020;Iron Mountain, MI-WI;25,44;72,93;0,19;0,29;0,03;0,65;0,47;1,37;98,63;25,16
27220;Jackson, WY-ID;97,23;0,32;0,58;0,43;0,03;0,20;1,21;1,00;99,00;96,62
27300;Jacksonville, IL;87,50;0,24;0,46;0,90;0,09;9,24;1,58;15,61;84,39;81,97
27380;Jacksonville, TX;91,93;5,21;0,21;0,44;0,02;0,68;1,51;1,85;98,15;90,91
27420;Jamestown, ND;71,69;14,75;0,67;0,47;0,02;10,24;2,17;20,65;79,35;62,72
27460;Jamestown-Dunkirk-Fredonia, NY;95,56;0,66;1,42;0,47;0,06;0,55;1,27;1,71;98,29;94,77
27540;Jasper, IN;92,57;2,37;0,51;0,51;0,03;1,98;2,04;6,11;93,89;89,29
27660;Jennings, LA;95,83;0,29;0,17;0,39;0,03;2,43;0,86;4,83;95,17;93,79
27700;Jesup, GA;79,52;17,31;0,50;0,20;0,01;0,60;1,86;1,70;98,30;78,61
27940;Juneau, AK;74,95;19,92;0,42;0,53;0,02;2,16;2,00;5,71;94,29;72,26
27980;Kahului-Wailuku, HI;69,75;0,89;11,80;6,14;0,70;1,23;9,49;5,08;94,92;67,35
28060;Kalispell, MT;34,45;0,56;0,39;28,80;10,37;1,97;23,46;10,15;89,85;31,77
28180;Kapaa, HI;95,46;0,22;1,13;0,58;0,06;0,42;2,12;2,28;97,72;93,96
28260;Kearney, NE;33,03;0,41;0,38;31,32;9,03;0,91;24,92;9,41;90,59;30,72
28300;Keene, NH;93,23;0,75;0,28;1,15;0,03;3,23;1,33;6,99;93,01;89,92
28340;Kendallville, IN;96,27;0,51;0,25;1,19;0,02;0,36;1,40;1,41;98,59;95,36
28380;Kennett, MO;92,50;0,39;0,21;0,37;0,01;5,20;1,31;9,61;90,39;88,57
28500;Kerrville, TX;85,06;9,72;0,22;0,34;0,03;3,07;1,56;5,40;94,60;82,93
28540;Ketchikan, AK;87,67;1,78;0,72;0,75;0,06;6,89;2,13;23,97;76,03;72,24
28580;Key West, FL;68,09;0,58;14,17;7,00;0,20;0,69;9,28;3,99;96,01;66,17
28620;Kill Devil Hills, NC;89,49;5,74;0,40;1,11;0,10;1,38;1,78;20,62;79,38;71,27
28780;Kingsville, TX;92,31;2,46;0,37;0,63;0,04;2,39;1,81;6,52;93,48;88,62
28820;Kinston, NC;80,00;3,71;0,62;2,32;0,11;10,84;2,39;70,25;29,75;23,29
28860;Kirksville, MO;53,38;40,54;0,37;0,44;0,08;3,86;1,32;6,58;93,42;51,25
28900;Klamath Falls, OR;94,66;1,36;0,29;1,54;0,04;0,54;1,57;1,84;98,16;93,56
28980;Kodiak, AK;85,90;0,65;4,12;0,94;0,11;4,14;4,14;10,42;89,58;81,08
29060;Laconia, NH;55,34;0,68;13,22;19,57;0,64;2,92;7,63;7,33;92,67;52,51
29220;La Follette, TN;96,62;0,46;0,21;1,16;0,02;0,23;1,29;1,20;98,80;95,78
29260;La Grande, OR;97,70;0,31;0,26;0,25;0,05;0,37;1,06;1,16;98,84;97,04
29300;LaGrange, GA;93,09;0,51;1,12;0,81;0,88;1,29;2,29;3,89;96,11;90,91
29380;Lake City, FL;61,48;33,40;0,25;1,58;0,08;1,70;1,51;3,24;96,76;60,27
29500;Lamesa, TX;77,91;17,50;0,51;0,92;0,06;1,17;1,93;4,85;95,15;74,74
29580;Lancaster, SC;76,67;6,54;0,72;0,35;0,05;13,40;2,26;53,40;46,60;39,05
29660;Laramie, WY;71,55;23,85;0,31;0,64;0,02;2,37;1,26;4,41;95,59;69,78
29780;Las Vegas, NM;90,14;1,16;0,71;2,81;0,06;2,44;2,68;8,82;91,18;84,84
29860;Laurel, MS;66,62;1,40;1,73;0,78;0,13;25,44;3,90;76,83;23,17;19,67
29900;Laurinburg, NC;62,98;33,15;0,41;0,38;0,02;2,21;0,85;3,93;96,07;61,64
29980;Lawrenceburg, TN;46,52;38,56;10,88;0,76;0,02;1,06;2,18;2,09;97,91;45,92
30060;Lebanon, MO;95,66;1,53;0,36;0,29;0,00;0,53;1,62;1,65;98,35;94,80
30100;Lebanon, NH-VT;95,73;0,68;0,67;0,44;0,05;0,50;1,93;2,02;97,98;94,45
30220;Levelland, TX;95,02;0,72;0,33;1,89;0,02;0,34;1,68;1,48;98,52;94,03
30260;Lewisburg, PA;78,48;3,65;0,90;0,27;0,02;14,22;2,45;43,57;56,43;51,43
30280;Lewisburg, TN;87,69;7,40;0,35;1,16;0,05;1,76;1,58;5,22;94,78;85,24
30380;Lewistown, PA;88,49;6,54;0,35;0,43;0,06;2,44;1,68;4,53;95,47;86,77
30420;Lexington, NE;97,53;0,64;0,11;0,36;0,01;0,31;1,03;1,14;98,86;96,82
30500;Lexington Park, MD;79,49;2,85;0,76;0,55;0,17;14,14;2,04;29,56;70,44;66,05
30580;Liberal, KS;78,59;14,29;0,40;2,47;0,07;1,00;3,17;3,78;96,22;76,46
30660;Lincoln, IL;70,46;3,37;0,77;2,66;0,19;19,48;3,08;56,60;43,40;35,99
30740;Lincolnton, NC;89,12;7,54;0,20;0,61;0,02;1,22;1,29;2,95;97,05;87,73
30820;Lock Haven, PA;89,36;5,55;0,32;0,54;0,02;2,66;1,56;6,69;93,31;85,78
30900;Logansport, IN;96,49;1,59;0,09;0,51;0,04;0,44;0,85;1,11;98,89;95,87
30940;London, KY;88,24;1,48;0,51;1,08;0,08;7,04;1,57;12,57;87,43;83,72
31060;Los Alamos, NM;97,05;0,71;0,30;0,49;0,01;0,44;1,01;1,22;98,78;96,40
31260;Lufkin, TX;87,83;0,57;0,79;5,97;0,06;2,19;2,60;14,74;85,26;76,26
31300;Lumberton, NC;72,07;15,02;0,47;0,90;0,01;9,76;1,76;19,76;80,24;63,26
31380;Macomb, IL;28,98;24,33;38,39;0,74;0,06;4,97;2,53;8,15;91,85;26,95
31500;Madison, IN;90,38;5,03;0,23;1,78;0,01;0,73;1,84;2,66;97,34;88,86
31580;Madisonville, KY;95,21;1,67;0,21;0,65;0,02;0,94;1,29;2,33;97,67;93,94
31620;Magnolia, AR;90,13;6,58;0,14;0,55;0,04;0,62;1,94;1,56;98,44;89,39
31660;Malone, NY;59,86;36,90;0,29;0,72;0,02;1,18;1,04;2,17;97,83;59,24
31820;Manitowoc, WI;84,18;6,06;7,36;0,42;0,02;0,75;1,21;2,92;97,08;82,64
31920;Marble Falls, TX;93,81;0,54;0,55;2,52;0,01;1,31;1,25;3,15;96,85;92,35
31940;Marinette, WI-MI;88,48;1,79;0,68;0,47;0,04;6,68;1,86;20,24;79,76;76,09
31980;Marion, IN;96,46;0,27;1,35;0,44;0,03;0,35;1,10;1,22;98,78;95,74
32020;Marion, OH;88,22;6,98;0,33;0,59;0,02;1,43;2,43;3,59;96,41;86,54
32060;Marion-Herrin, IL;91,07;5,72;0,17;0,50;0,05;0,78;1,70;2,26;97,74;89,82
32100;Marquette, MI;92,74;3,83;0,37;0,85;0,01;0,55;1,65;1,96;98,04;91,50
32140;Marshall, MN;93,79;1,70;1,73;0,57;0,02;0,18;2,01;1,14;98,86;93,05
32180;Marshall, MO;90,34;2,27;0,44;2,63;0,03;2,74;1,55;5,96;94,04;87,55
32220;Marshall, TX;86,16;5,28;0,32;0,53;0,68;4,63;2,40;8,24;91,76;83,19
32260;Marshalltown, IA;68,60;21,94;0,68;0,52;0,05;6,52;1,70;11,05;88,95;64,99
32270;Marshfield-Wisconsin Rapids, WI;88,74;1,67;0,46;1,32;0,12;5,65;2,04;17,26;82,74;78,25
32280;Martin, TN;95,05;0,53;0,79;1,76;0,01;0,79;1,07;2,25;97,75;93,88
32300;Martinsville, VA;88,87;7,81;0,29;1,05;0,02;0,57;1,38;2,00;98,00;87,65
32340;Maryville, MO;68,25;26,56;0,18;0,54;0,01;2,83;1,63;4,56;95,44;66,86
32380;Mason City, IA;94,49;2,42;0,19;1,62;0,01;0,33;0,93;1,29;98,71;93,63
32460;Mayfield, KY;95,46;1,17;0,20;0,77;0,02;0,86;1,51;3,56;96,44;93,16
32500;Maysville, KY;90,43;4,33;0,25;0,33;0,05;2,78;1,83;5,65;94,35;87,84
32540;McAlester, OK;94,11;3,69;0,20;0,35;0,00;0,40;1,25;1,04;98,96;93,55
32620;McComb, MS;73,62;3,33;13,77;0,41;0,04;1,26;7,57;3,90;96,10;71,90
32660;McMinnville, TN;49,16;49,01;0,26;0,46;0,02;0,38;0,71;1,12;98,88;48,72
32700;McPherson, KS;89,49;2,87;0,27;0,48;0,03;5,22;1,64;8,09;91,91;87,20
32740;Meadville, PA;95,14;1,01;0,38;0,50;0,07;1,19;1,71;3,51;96,49;93,13
32860;Menomonie, WI;96,26;1,74;0,18;0,45;0,02;0,19;1,14;0,93;99,07;95,68
32940;Meridian, MS;94,73;0,50;0,38;2,61;0,03;0,52;1,23;1,43;98,57;94,00
32980;Merrill, WI;54,34;43,16;0,58;0,58;0,03;0,53;0,78;1,52;98,48;53,65
33020;Mexico, MO;97,17;0,55;0,35;0,43;0,03;0,46;1,02;1,18;98,82;96,59
33060;Miami, OK;89,82;6,45;0,36;0,45;0,03;1,17;1,72;2,60;97,40;88,58
